row,col,L1,L2,L3,L4,L5,R1,R2,R3,R4,R5,X10,X11,X12,X14,X16,X17,X19,X20,X21,X22,X23,X24,X25,X28,X29,X30,X4,X8,X9
1,1,1.0640668992937639,0.5747901791916115,0.9528118174078511,2.2388228748721537,14.786327893880088,0,2.0979027886552797,0,7.523450906548227,55.28702926814663,0.9318959795295346,0,421.03468590574266,0.5107048395092025,0.9375837439206804,3.7035018587916673,663.2217603206532,0.9621714994016681,1099.6913681004628,0.7025036803147795,26.82133449669197,0.8586255737588011,1.5177314909339037,172.62941904022352,0,14.024111667204442,0.6391881595057738,8.42232557625094,104.00850043094582
1,2,0.8483189027200321,0.5850892758181165,0.8513635225861043,2.5894311430449464,11.851051340714202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.7730723453591268,0.6238771335186515,0.7885706020396954,4.160967727672867,18.336345112215735,3.74940530540413,0,1.6956158992889867,0,37.31622421965868,17.70819596516622,10.33789658325015,442.1022576346437,1.011006490572094,0,5.27752771051821,940.6564671264252,0.5605536019703492,2416.121662717563,0.7953630649167264,0.7209580279409663,25.91377852458857,1.398919363999868,132.23732490736708,59.08178804982682,37.720407131430605,0,4.629841479062319,192.0616704501008
1,4,0.7742647784045855,0.672077368031964,0.7834360030016513,3.0564815046516984,9.470842223929674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.6640012399172225,0.7781084343020666,0.8351818950573205,3.437512091555009,8.837256078111299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0.6019719182343736,0.9895484743764584,0.9609378101483345,5.481316856693195,16.585946422764312,2.4498793728223855,0,2.3943474479740336,0,30.398060209036746,10.404720542259488,14.861558111198823,422.7324288209016,0.9335068376570161,0,3.9045141959449703,912.3457850024588,0.5843844532179419,2325.647645770725,0.9019894047898972,0.691088047336098,33.53853882234601,1.0111817910011167,99.10822868054038,56.01614102015016,26.503665155492083,0,6.966514745324906,186.15273882456074
1,7,0.6197271698203679,1.2520093294787982,1.1672709783383435,5.893882989476844,9.085528746689826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0.7533028713290104,1.009273794002854,1.2093648012283493,3.9355762267634167,10.23483752468667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1.1189747711713172,0.8181999805555848,1.4943467006793316,2.7296287371677614,21.685348062663344,4.7832487130090175,0,10.043566797779741,5.249347058869551,0,23.797169016244272,1.0737672381520746,161.5437329902154,1.0259846303731566,0.7232288630450701,1.954756682996229,574.6973331022123,0.6657163727758172,1404.3458309438186,0.6801061078992285,11.914568598587875,11.071207772103447,1.0600565283169907,38.16963021297099,31.813412237621105,0,0.3856900783755675,0,31.430069798289864
1,10,1.179689591458385,0.7197070762975778,1.386016154361059,2.1614141111627863,14.591799516349706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1.6508072961182922,0.7197376349536188,1.7711907078335667,2.1047008320215785,24.83036226060774,7.6822172377596285,0,11.713779643964738,3.732899364118497,0,39.43881104123564,0.7180204068698489,198.02738587610702,1.5220052965290916,0.8367318350868538,1.6611723802503475,679.3491023898896,0.5128246107911676,1599.5773794458971,0.8360542189961788,7.608942123956501,7.996245024460322,1.009353459893474,23.494800432287587,34.99510350664758,0,0.6427262061302347,0,24.39692938170101
